12.5,7.5014,3.5765,3.398,12.5,7.5014,7.663,10.689,12.5,7.5014,10.528,10.484,1.2502,1.1757,3.4326,3.0789,12.5,7.5014,8.0468,8.5927
0.11111,0.33333,0,0,0.77778,0.83333,0,0,0.22222,0.44096,0.11111,0.33333,0.11111,0.33333,0.11111,0.33333,0.66667,0.5,99.889,11.263
1.5417,1.1788,1.8333,1.5788,1.5,1.1421,1.9583,1.3345,1.5,1.1421,2.6667,1.7362,1,0.72232,1.5,0.97802,1,0.72232,19.042,9.5757
